,obsnm,station_name,gauge_id,mggvcd,bbsncd,sbsncd,obsopndt,obskdcd,river,area,rvwdt,bedslp,rvmjctdis,wsrdis,addr,longitude_dms,latitude_dms,tmx,tmy,altitude,wltel,tdeyn,mxgrd,sistartobsdh,siendobsdh,olstartobsdh,olendobsdh,longitude,latitude,country,source
81,청주시(청석굴교),Cheongjusi(Cheongseokgulgyo),1004616,기후에너지환경부,한강,100402,2023-01-27,T/M,감천,112.96,,,2.14,,충청북도 청주시 상당구 미원면 운암리 청석굴교,127-40-54,36-36-43 ,260984,346165,209.399,219.824,N,8,2023012716,2025111001,20230127,20251110,127.68166666666667,36.61194444444445,South Korea,WAMIS Open API
82,청주시(옥화1교),Cheongjusi(Okhwa1gyo),1004620,기후에너지환경부,한강,100403,2014-12-29,T/M,달천,258.92,,,85.7,,충청북도 청주시 상당구 미원면 옥화리 옥화1교,127-42-06,36-36-55 ,262770,346548,198.602,206.839,N,6,2014122912,2025111001,20141229,20251110,127.70166666666667,36.61527777777778,South Korea,WAMIS Open API
83,고성교,Ko Sung Kyo,1004630,한국수력원자력,한강,100403,2013-11-30,T/M,달천,682.41,,,25.86,,충청북도 괴산군 청천면 고성리,127-45-48,36-39-58 ,268242,352231,156.975,165.588,N,,2013113000,2025111001,20131129,20251110,127.76333333333334,36.66611111111111,South Korea,WAMIS Open API
84,괴산군(월문교),Goesangun(Wolmungyo),1004631,기후에너지환경부,한강,100404,2024-11-14,T/M,압항천,58.21,,,4.59,,충청북도 괴산군 청천면 월문리 월문교,127-44-43,36-41-39 ,266604,355332,173.029,181.2,N,7,2024122901,2025111001,20241229,20251110,127.74527777777777,36.69416666666666,South Korea,WAMIS Open API
85,후영교,,1004635,한국수력원자력,한강,100406,2009-06-01,T/M,,,,,,,충청북도 괴산군 청천면 후영리 후영교,127-48-52,36-42-05 ,272778,356184,,,N,,2010092914,2025111001,20100929,20251110,127.81444444444445,36.70138888888889,South Korea,WAMIS Open API
86,괴산군(적석교),Goesangun(Jeokseokgyo),1004640,기후에너지환경부,한강,100407,2024-11-20,T/M,쌍천,60.82,,,18.78,,충청북도 괴산군 연풍면 적석리 적석교,127-58-49,36-45-50 ,287526,363259,200.251,207.175,N,5.9,2024122901,2025111001,20241229,20251110,127.98027777777779,36.763888888888886,South Korea,WAMIS Open API
87,괴산댐,KwoesanDam,1004643,한국수력원자력,한강,100406,1986-01-06,T/M,,677.0,,,238.88,,충청북도 괴산군 칠성면 산막이옛길 43,127-50-34,36-45-32 ,275254,362587,,117.86,N,,2014061216,2015071309,20140612,20150713,127.84277777777777,36.75888888888889,South Korea,WAMIS Open API
88,괴산군(수전교),Goesangun(sujungyo),1004645,기후에너지환경부,한강,100409,1998-01-01,T/M,달천,682.35,,,43.66,0,충청북도 괴산군 칠성면 외사리 수전교,127-50-33,36-46-02 ,275221,363511,110.221,118.057,N,8,1999060101,2025111001,19980101,20251110,127.8425,36.76722222222222,South Korea,WAMIS Open API
89,괴산군(비도교),Goesangun(Bidogyo),1004646,기후에너지환경부,한강,100407,2011-12-14,T/M,쌍천,168.84,,,3.01,,충청북도 괴산군 칠성면 비도리 비도교,127-52-41,36-47-24 ,278372,366068,118.175,124.485,N,5,2011121417,2025111001,20111214,20251110,127.87805555555555,36.79,South Korea,WAMIS Open API
90,소수,Sosu,1004653,한국농어촌공사,한강,100408,2013-01-10,T/M,,6.52,,,5,,충청북도 괴산군 소수면 길선리 180-5,127-43-08,36-52-11 ,264099,374796,,,N,,2020031311,2025111001,20200313,20251110,127.71888888888888,36.86972222222222,South Korea,WAMIS Open API
91,괴산군(제2괴산교),Goesangun(Je2goesangyo),1004661,기후에너지환경부,한강,100408,2022-04-01,T/M,동진천,54.42,,,2.4,,충청북도 괴산군 괴산읍 동부리 제2괴산교,127-47-55,36-48-33 ,271264,368133,105.05,114.456,N,7,2022040101,2025111001,20220401,20251110,127.79861111111111,36.80916666666666,South Korea,WAMIS Open API
92,괴산군(추산교),Goesangun(Chusangyo),1004670,기후에너지환경부,한강,100410,2013-12-31,T/M,음성천,128.44,,,5.38,,충청북도 괴산군 불정면 추산리 추산교,127-48-51,36-53-37 ,272572,377516,95.281,102.431,N,5,2013122711,2025111001,20131227,20251110,127.81416666666667,36.89361111111111,South Korea,WAMIS Open API
93,충주시(문강교),Chungjusi(Munganggyo),1004680,기후에너지환경부,한강,100412,2014-12-29,T/M,석문동천,58.7,,,3.02,,충청북도 충주시 살미면 문강리 문강교,127-56-46,36-53-16 ,284340,376977,98.733,105.4,N,6,2014122912,2025111001,20141229,20251110,127.94611111111111,36.88777777777778,South Korea,WAMIS Open API
94,팔봉교,,1004685,한국수자원공사,한강,100411,2011-12-01,T/M,,,,,,,충청북도 충주시 살미면 토계리 팔봉교,127-55-17,36-53-57 ,282124,378219,,,N,,2015080415,2025111001,20150803,20251109,127.9213888888889,36.899166666666666,South Korea,WAMIS Open API
95,원남,Wonnam,1004688,한국농어촌공사,한강,100408,2005-01-03,T/M,,36.55,,,4.3,,충청북도 진천군 초평면 신통리 501-5,127-42-38,36-51-18 ,263368,373157,,,N,,,,,,127.71055555555556,36.855000000000004,South Korea,WAMIS Open API
96,충주시(향산리),Chungjusi(Hyangsanri),1004690,한국수자원공사,한강,100414,1985-08-30,보통,달천,1375.1,,,10.1,0,충청북도 충주시 살미면 향산리 25,127-55-28,36-55-30 ,282368,381089,71.187,79.61,N,7,1984070301,2023082514,19860516,20230824,127.92444444444445,36.925,South Korea,WAMIS Open API
97,용당,Yongdang,1004692,한국농어촌공사,한강,100413,2012-11-23,T/M,,28.73,,,3,,충청북도 충주시 신니면 문승리 301-2,127-42-18,37-00-22 ,262749,389924,,,N,,2017042016,2025111001,20170420,20251110,127.705,37.00611111111111,South Korea,WAMIS Open API
98,괴산군(목도교),Goesangun(Mokdogyo),1004693,기후에너지환경부,한강,100409,2011-12-14,T/M,달천,1066.82,,,27.26,,충청북도 괴산군 불정면 목도리 목도교,127-51-19,36-52-12 ,276260,374928,87.793,99.796,N,9,2011121416,2025111001,20111214,20251110,127.85527777777777,36.87,South Korea,WAMIS Open API
99,충주시(주덕교),Chungjusi(Judeokgyo),1004694,기후에너지환경부,한강,100413,2024-11-14,T/M,요도천,89.25,,,9.98,,충청북도 충주시 주덕읍 화곡리 주덕교,127-47-38,36-59-00 ,270681,387458,76.575,85.552,N,6.8,2024122901,2025111001,20241229,20251110,127.79388888888889,36.983333333333334,South Korea,WAMIS Open API
100,충주시(국원대교),Chungjusi(Kookwongyo),1004695,기후에너지환경부,한강,100413,2013-12-31,T/M,요도천,147.85,,,2,,충청북도 충주시 대소원면 검단리 국원대교,127-52-18,36-57-58 ,277624,385607,63.819,72.463,N,5,2013122711,2025111001,20131227,20251110,127.87166666666666,36.96611111111111,South Korea,WAMIS Open API
101,충주시(봉계교),Chungjusi(Bonggyegyo),1004696,기후에너지환경부,한강,100414,2024-11-14,T/M,충주천,20.63,,,3.13,,충청북도 충주시 봉방동 봉계교,127-55-13,36-58-37 ,281941,386850,70.429,76.999,N,5,2024122901,2025111001,20241229,20251110,127.92027777777778,36.97694444444445,South Korea,WAMIS Open API
102,충주시(탄금교),Chungjusi(Tangeumgyo),1005605,기후에너지환경부,한강,100414,2006-10-23,T/M,달천,1614.34,,,.21,,충청북도 충주시 중앙탑면 창동리 탄금교,127-53-24,36-59-19 ,279233,388119,63.579,73.461,N,8,2006120100,2025111001,20061130,20251110,127.89,36.98861111111111,South Korea,WAMIS Open API
103,충주시(충주조정지댐방수로),Chungjusi(Chungjujojeongjidambangsuro),1005620,한국수자원공사,한강,100502,1985-08-30,T/M,한강,8340.0,,,190.2,,충청북도 충주시 가금면 월상리,127-51-57,37-02-46 ,277024,394481,0.0,68.939,N,69,2009110214,2015071515,19970101,20150715,127.86583333333333,37.04611111111111,South Korea,WAMIS Open API
104,충주시(충주조정지댐),Chungjusi(Chungjujojeongjidam),1005635,한국수자원공사,한강,100501,1985-08-30,T/M,한강,8340.0,,,190.2,,충청북도 충주시 가금면 월상리,127-51-59,37-02-40 ,277075,394296,0.0,70.515,N,70,1985081500,2015071515,19870601,20150715,127.86638888888888,37.044444444444444,South Korea,WAMIS Open API
105,충주시(목계교),Chungjusi(Mokgyegyo),1005640,기후에너지환경부,한강,100502,1917-01-01,T/M,한강,8487.99,330,300,183.08,307.6,충청북도 충주시 엄정면 목계리 목계교,127-52-52,37-04-34 ,278352,397823,52.337,66.844,N,14,1917070403,2025111001,19170101,20251110,127.88111111111111,37.07611111111112,South Korea,WAMIS Open API
106,충주시(능암교),Chungjusi(Neungamgyo),1005650,기후에너지환경부,한강,100503,2024-11-14,T/M,앙성천,40.65,,,3.24,,충청북도 충주시 앙성면 능암리 능암교,127-48-05,37-05-28 ,271248,399425,65.667,73.671,N,6.7,2024122901,2025111001,20241229,20251110,127.80138888888888,37.09111111111111,South Korea,WAMIS Open API
107,충주시(세포교),Chungjusi(Sepogyo),1005660,기후에너지환경부,한강,100504,2024-11-14,T/M,운계천,69.58,,,2.75,,충청북도 충주시 소태면 덕은리 세포교,127-49-09,37-08-54 ,272774,405789,59.394,65.104,N,5.1,2024122901,2025111001,20241229,20251110,127.81916666666666,37.14833333333333,South Korea,WAMIS Open API
108,원주시(법천교),Wonjusi(Beopcheongyo),1005695,기후에너지환경부,한강,100505,2006-10-23,T/M,법천천,27.73,,,.64,,강원특별자치도 원주시 부론면 법천리 법천교,127-45-15,37-12-16 ,266950,411969,43.84,55.014,N,8,2006120100,2025111001,20061130,20251110,127.75416666666666,37.20444444444445,South Korea,WAMIS Open API
109,원주시(남한강대교),Wonjusi(Namhangangdaegyo),1005697,기후에너지환경부,한강,100505,2010-11-11,T/M,한강,8840.3,,,162.55,,강원특별자치도 원주시 부론면 법천리 남한강대교,127-44-52,37-12-22 ,266381,412149,39.676,56.902,N,13,2010122112,2025111001,20101221,20251110,127.74777777777778,37.20611111111111,South Korea,WAMIS Open API
110,횡성군(율동리),Hoengseonggun(Yuldongli),1006610,한국수자원공사,한강,100601,1999-06-22,T/M,계천,174.5,,,19.1,0,강원특별자치도 횡성군 갑천면 매일리 799,128-06-31,37-33-25 ,297957,451402,186.458,192.221,N,5.4,2001102218,2025111001,20000601,20251109,128.10861111111112,37.55694444444444,South Korea,WAMIS Open API
111,횡성군(포동2교),Hoengseonggun(Podong2gyo),1006612,한국수자원공사,한강,100601,2018-11-21,T/M,,,,,,,강원특별자치도 횡성군 갑천면 포동리 포동2교,128-05-55,37-33-09 ,297079,450898,176.592,185.925,N,7,,,,,128.09861111111113,37.552499999999995,South Korea,WAMIS Open API
112,횡성군(횡성댐),Hoengseonggun(Hoengseongdam),1006615,한국수자원공사,한강,100601,1991-10-01,T/M,계천,209.0,,,7.3,,강원특별자치도 횡성군 갑천면 대관대리 천72-6,128-01-49,37-32-43 ,291049,450028,,178.524,N,29,2001102218,2015071515,20000616,20150715,128.0302777777778,37.54527777777778,South Korea,WAMIS Open API
113,횡성군(청곡교),Hoengseonggun(Cheonggokgyo),1006628,기후에너지환경부,한강,100603,2024-11-12,T/M,금계천,88.42,,,7.21,,강원도 횡성군 공근면 청곡리 청곡교,127-58-38,37-33-27 ,286346,451335,145.685,156.743,N,9,2024122901,2025111001,20241229,20251110,127.97722222222222,37.5575,South Korea,WAMIS Open API
114,횡성군(오산교),Hoengseonggun(Osangyo),1006630,기후에너지환경부,한강,100603,2014-12-29,T/M,금계천,153.74,,,.36,,강원특별자치도 횡성군 공근면 오산리 오산교,127-59-29,37-31-15 ,287641,447278,118.391,129.145,N,8,2014122912,2025111001,20141229,20251110,127.99138888888889,37.520833333333336,South Korea,WAMIS Open API
115,횡성군(횡성교),Hoengseonggun(Hoengseonggyo),1006650,기후에너지환경부,한강,100605,1962-07-01,T/M,섬강,444.52,,2660,51.32,49.1,강원특별자치도 횡성군 횡성읍 읍하리 횡성교,127-58-50,37-29-42 ,286713,444401,107.053,115.878,N,8,1972081823,2025111001,19630501,20251110,127.98055555555555,37.495,South Korea,WAMIS Open API
116,횡성군(전천교),Hoengseonggun(Jeoncheongyo),1006660,기후에너지환경부,한강,100604,2006-10-23,T/M,전천,168.39,,,1.1,,강원특별자치도 횡성군 횡성읍 교항리 전천교,127-58-53,37-28-56 ,286801,442983,107.876,114.364,N,6,2006120219,2025111001,20061202,20251110,127.98138888888889,37.48222222222223,South Korea,WAMIS Open API
117,원주시(원주교),Wonjusi(Wonjugyo),1006665,기후에너지환경부,한강,100606,1962-07-01,T/M,,94.25,113,200,10.97,14.5,강원특별자치도 원주시 봉산동 원주교,127-57-20,37-20-52 ,284668,428038,120.223,125.898,N,6,1976081315,2025111001,19630401,20251110,127.95555555555556,37.34777777777778,South Korea,WAMIS Open API
118,원주시(가현교),Wonjusi(Gahyeongyo),1006666,기후에너지환경부,한강,100606,2024-01-16,T/M,,140.02,,,5.09,,강원특별자치도 원주시 가현동 가현교,127-56-08,37-23-41 ,282844,433231,94.836,103.085,N,8.4,2024011611,2025111001,20240116,20251110,127.93555555555555,37.39472222222222,South Korea,WAMIS Open API
119,섬강교,,1006667,한국수자원공사,한강,100605,2015-08-04,T/M,,,,,,,강원특별자치도 원주시 소초면 의관리 488-1,127-57-49,37-25-29 ,285294,436585,,,N,,2015080415,2017073116,20150803,20170730,127.96361111111112,37.42472222222222,South Korea,WAMIS Open API
120,원주시(옥산교),Wonjusi(Oksangyo),1006670,기후에너지환경부,한강,100605,2012-10-15,T/M,섬강,716.5,,,35.45,,강원특별자치도 원주시 호저면 옥산리 옥산교,127-55-18,37-25-43 ,281577,436980,80.576,93.665,N,9,2012092118,2025111001,20120921,20251110,127.92166666666667,37.42861111111111,South Korea,WAMIS Open API
121,원주시(장현교),Wonjusi(Janghyungyo),1006672,기후에너지환경부,한강,100608,2007-07-18,T/M,섬강,930.08,,,32.96,,강원특별자치도 원주시 호저면 신현리 장현교,127-53-53,37-25-13 ,279496,436035,77.58,90.502,N,10,2007051416,2025111001,20070514,20251110,127.89805555555556,37.42027777777778,South Korea,WAMIS Open API
122,원주시(원주천댐좌측),Wonjusi(Wonjucheondamleft),1006676,기타,한강,100606,2025-02-10,T/M,신촌천,7.5,,,1.2,,강원특별자치도 원주시 관설동  806-18,127-58-24,37-17-46 ,286302,422320,202.0,239.455,N,,,,,,127.97333333333333,37.29611111111111,South Korea,WAMIS Open API
123,원주시(판대2교),Wonjusi(Pandae2gyo),1006677,기후에너지환경부,한강,100607,2024-11-12,T/M,삼산천,108.51,,,5.91,,강원도 원주시 지정면 판대리 판대2교,127-47-20,37-23-03 ,269866,431940,80.494,94.474,N,7,2024122901,2025111001,20241229,20251110,127.78888888888889,37.384166666666665,South Korea,WAMIS Open API
124,원주시(지정대교),Wonjusi(Jijungdaegyo),1006680,기후에너지환경부,한강,100608,1962-07-01,T/M,섬강,1186.67,402,300,19.1,82.1,강원특별자치도 원주시 지정면 간현리 지정대교,127-49-54,37-21-42 ,273677,429476,59.492,70.556,N,11,1964041910,2025111001,19621101,20251110,127.83166666666666,37.361666666666665,South Korea,WAMIS Open API
125,원주시(봉미교),Wonjusi(Bongmigyo),1006685,기후에너지환경부,한강,100609,2023-01-27,T/M,서곡천,79.33,,,11.22,,강원특별자치도 원주시 흥업면 사제리 봉미교,127-53-41,37-20-06 ,279291,426567,96.038,104.248,N,8,2023012716,2025111001,20230127,20251110,127.89472222222223,37.335,South Korea,WAMIS Open API
126,원주시(문막교),Wonjusi(Munmakgyo),1006690,기후에너지환경부,한강,100610,1980-06-01,T/M,섬강,1347.96,537,440,11.2,90.5,강원특별자치도 원주시 문막읍 문막리 문막교,127-48-37,37-18-18 ,271836,423170,50.72,61.024,N,10,1983072004,2025111001,19810101,20251110,127.81027777777777,37.305,South Korea,WAMIS Open API
127,궁촌,Gungchon,1006693,한국농어촌공사,한강,100610,2012-03-06,T/M,,21.26,,,7.7,,강원특별자치도 원주시 귀래면 귀래리 1425-1,127-51-29,37-13-36 ,276150,414513,,,N,,2020031311,2025111001,20200313,20251110,127.85805555555555,37.22666666666667,South Korea,WAMIS Open API
128,반계,Bangye,1006694,한국농어촌공사,한강,100610,2012-03-07,T/M,,25.0,,,1.5,,강원특별자치도 원주시 문막읍 반계리 산78,127-46-38,37-17-30 ,268917,421665,,,N,,2020031311,2025111001,20200313,20251110,127.77722222222222,37.291666666666664,South Korea,WAMIS Open API
129,안성시(한평교),Anseongsi(hanpyeonggyo),1007604,기후에너지환경부,한강,100701,2016-11-07,T/M,청미천,111.03,,,40.9,,경기도 안성시 일죽면 고은리 한평교,127-26-01,37-06-23 ,238543,400908,76.169,86.388,N,9,2016110901,2025111001,20161109,20251110,127.43361111111112,37.10638888888889,South Korea,WAMIS Open API
130,이천시(장호원교),Icheonsi(Janghowongyo),1007605,기후에너지환경부,한강,100705,2006-10-23,T/M,청미천,435.94,,,19.73,,경기도 이천시 장호원읍 장호원리 장호원교,127-38-05,37-06-49 ,256414,401810,56.683,66.238,N,7,2006120100,2025111001,20061130,20251110,127.63472222222222,37.11361111111111,South Korea,WAMIS Open API
131,안성시(두현교),Anseongsi(Duhyeongyo),1007606,기후에너지환경부,한강,100702,2024-11-13,T/M,죽산천,24.23,,,5.59,,경기도 안성시 죽산면 두현리 두현교,127-24-51,37-04-17 ,236831,397016,87.003,93.493,N,5.8,2024122901,2025111001,20241229,20251110,127.41416666666667,37.07138888888889,South Korea,WAMIS Open API
132,이천시(고당교),Icheonsi(Godanggyo),1007608,기후에너지환경부,한강,100703,2024-11-13,T/M,석원천,47.83,,,.99,,경기도 이천시 율면 신추리 고당교,127-32-23,37-05-49 ,247981,399908,65.861,74.554,N,7,2024122901,2025111001,20241229,20251110,127.53972222222222,37.096944444444446,South Korea,WAMIS Open API
133,음성군(총천교),Eumseunggun(Chongcheongyo),1007610,기후에너지환경부,한강,100704,2007-12-08,T/M,응천,99.5,,,1.7,,충청북도 음성군 감곡면 원당리 총천교,127-36-16,37-04-15 ,253753,397045,67.13,73.086,N,4.3,2008012317,2025111001,20080123,20251110,127.60444444444444,37.07083333333334,South Korea,WAMIS Open API
